"","MaxTemp","MinTemp","DegreeDay"
"1358",94,"34",17
"1359",95,"34",17
"1360",96,"34",17
"1361",97,"34",17
"1362",98,"34",17
"1363",99,"34",18
"1364",100,"34",18
"1365",101,"34",18
"1366",102,"34",19
"1367",103,"34",19
"1368",104,"34",19
"1369",105,"34",19
"1370",106,"34",19
"1371",107,"34",19
"1372",108,"34",20
"1373",109,"34",20
"1374",110,"34",20
"1375",111,"34",20
"1376",112,"34",20
"1377",113,"34",20
"1378",114,"34",21
"1379",115,"34",21
"1380",116,"34",21
"1381",48,"35",0
"1382",49,"35",0
"1383",50,"35",0
"1384",51,"35",0
"1385",52,"35",0
"1386",53,"35",0
"1387",54,"35",1
"1388",55,"35",1
"1389",56,"35",1
"1390",57,"35",2
"1391",58,"35",2
"1392",59,"35",2
"1393",60,"35",3
"1394",61,"35",3
"1395",62,"35",3
"1396",63,"35",4
"1397",64,"35",4
"1398",65,"35",4
"1399",66,"35",6
"1400",67,"35",6
"1401",68,"35",6
"1402",69,"35",7
"1403",70,"35",7
"1404",71,"35",7
"1405",72,"35",8
"1406",73,"35",8
"1407",74,"35",8
"1408",75,"35",10
"1409",76,"35",10
"1410",77,"35",10
"1411",78,"35",11
"1412",79,"35",11
"1413",80,"35",11
"1414",81,"35",12
"1415",82,"35",12
"1416",83,"35",12
"1417",84,"35",14
"1418",85,"35",14
"1419",86,"35",14
"1420",87,"35",15
"1421",88,"35",15
"1422",89,"35",15
"1423",90,"35",16
"1424",91,"35",16
"1425",92,"35",16
"1426",93,"35",17
"1427",94,"35",17
"1428",95,"35",17
"1429",96,"35",18
"1430",97,"35",18
"1431",98,"35",18
"1432",99,"35",19
"1433",100,"35",19
"1434",101,"35",19
"1435",102,"35",19
"1436",103,"35",19
"1437",104,"35",19
"1438",105,"35",20
"1439",106,"35",20
"1440",107,"35",20
"1441",108,"35",20
"1442",109,"35",20
"1443",110,"35",20
"1444",111,"35",21
"1445",112,"35",21
"1446",113,"35",21
"1447",114,"35",21
"1448",115,"35",21
"1449",116,"35",21
"1450",48,"36",0
"1451",49,"36",0
"1452",50,"36",0
"1453",51,"36",0
"1454",52,"36",0
"1455",53,"36",0
"1456",54,"36",1
"1457",55,"36",1
"1458",56,"36",1
"1459",57,"36",2
"1460",58,"36",2
"1461",59,"36",2
"1462",60,"36",3
"1463",61,"36",3
"1464",62,"36",3
"1465",63,"36",4
"1466",64,"36",4
"1467",65,"36",4
"1468",66,"36",6
"1469",67,"36",6
"1470",68,"36",6
"1471",69,"36",7
"1472",70,"36",7
"1473",71,"36",7
"1474",72,"36",8
"1475",73,"36",8
"1476",74,"36",8
"1477",75,"36",10
"1478",76,"36",10
"1479",77,"36",10
"1480",78,"36",11
"1481",79,"36",11
"1482",80,"36",11
"1483",81,"36",12
"1484",82,"36",12
"1485",83,"36",12
"1486",84,"36",14
"1487",85,"36",14
"1488",86,"36",14
"1489",87,"36",15
"1490",88,"36",15
"1491",89,"36",15
"1492",90,"36",16
"1493",91,"36",16
"1494",92,"36",16
"1495",93,"36",17
"1496",94,"36",17
"1497",95,"36",17
"1498",96,"36",18
"1499",97,"36",18
"1500",98,"36",18
"1501",99,"36",19
"1502",100,"36",19
"1503",101,"36",19
"1504",102,"36",19
"1505",103,"36",19
"1506",104,"36",19
"1507",105,"36",20
"1508",106,"36",20
"1509",107,"36",20
"1510",108,"36",20
"1511",109,"36",20
"1512",110,"36",20
"1513",111,"36",21
"1514",112,"36",21
"1515",113,"36",21
"1516",114,"36",21
"1517",115,"36",21
"1518",116,"36",21
"1519",48,"37",0
"1520",49,"37",0
"1521",50,"37",0
"1522",51,"37",0
"1523",52,"37",0
"1524",53,"37",0
"1525",54,"37",1
"1526",55,"37",1
"1527",56,"37",1
"1528",57,"37",2
"1529",58,"37",2
"1530",59,"37",2
"1531",60,"37",3
"1532",61,"37",3
"1533",62,"37",3
"1534",63,"37",4
"1535",64,"37",4
"1536",65,"37",4
"1537",66,"37",6
"1538",67,"37",6
"1539",68,"37",6
"1540",69,"37",7
"1541",70,"37",7
"1542",71,"37",7
"1543",72,"37",8
"1544",73,"37",8
"1545",74,"37",8
"1546",75,"37",10
"1547",76,"37",10
"1548",77,"37",10
"1549",78,"37",11
"1550",79,"37",11
"1551",80,"37",11
"1552",81,"37",12
"1553",82,"37",12
"1554",83,"37",12
"1555",84,"37",14
"1556",85,"37",14
"1557",86,"37",14
"1558",87,"37",15
"1559",88,"37",15
"1560",89,"37",15
"1561",90,"37",16
"1562",91,"37",16
"1563",92,"37",16
"1564",93,"37",17
"1565",94,"37",17
"1566",95,"37",17
"1567",96,"37",18
"1568",97,"37",18
"1569",98,"37",18
"1570",99,"37",19
"1571",100,"37",19
"1572",101,"37",19
"1573",102,"37",19
"1574",103,"37",19
"1575",104,"37",19
"1576",105,"37",20
"1577",106,"37",20
"1578",107,"37",20
"1579",108,"37",20
"1580",109,"37",20
"1581",110,"37",20
"1582",111,"37",21
"1583",112,"37",21
"1584",113,"37",21
"1585",114,"37",21
"1586",115,"37",21
"1587",116,"37",21
"1588",48,"38",0
"1589",49,"38",0
"1590",50,"38",0
"1591",51,"38",0
"1592",52,"38",0
"1593",53,"38",0
"1594",54,"38",1
"1595",55,"38",1
"1596",56,"38",1
"1597",57,"38",2
"1598",58,"38",2
"1599",59,"38",2
"1600",60,"38",4
"1601",61,"38",4
"1602",62,"38",4
"1603",63,"38",5
"1604",64,"38",5
"1605",65,"38",5
"1606",66,"38",6
"1607",67,"38",6
"1608",68,"38",6
"1609",69,"38",7
"1610",70,"38",7
"1611",71,"38",7
"1612",72,"38",9
"1613",73,"38",9
"1614",74,"38",9
"1615",75,"38",10
"1616",76,"38",10
"1617",77,"38",10
"1618",78,"38",12
"1619",79,"38",12
"1620",80,"38",12
"1621",81,"38",13
"1622",82,"38",13
"1623",83,"38",13
"1624",84,"38",14
"1625",85,"38",14
"1626",86,"38",14
"1627",87,"38",16
"1628",88,"38",16
"1629",89,"38",16
"1630",90,"38",17
"1631",91,"38",17
"1632",92,"38",17
"1633",93,"38",18
"1634",94,"38",18
"1635",95,"38",18
"1636",96,"38",19
"1637",97,"38",19
"1638",98,"38",19
"1639",99,"38",19
"1640",100,"38",19
"1641",101,"38",19
"1642",102,"38",20
"1643",103,"38",20
"1644",104,"38",20
"1645",105,"38",20
"1646",106,"38",20
"1647",107,"38",20
"1648",108,"38",21
"1649",109,"38",21
"1650",110,"38",21
"1651",111,"38",21
"1652",112,"38",21
"1653",113,"38",21
"1654",114,"38",22
"1655",115,"38",22
"1656",116,"38",22
"1657",48,"39",0
"1658",49,"39",0
"1659",50,"39",0
"1660",51,"39",0
"1661",52,"39",0
"1662",53,"39",0
"1663",54,"39",1
"1664",55,"39",1
"1665",56,"39",1
"1666",57,"39",2
"1667",58,"39",2
"1668",59,"39",2
"1669",60,"39",4
"1670",61,"39",4
"1671",62,"39",4
"1672",63,"39",5
"1673",64,"39",5
"1674",65,"39",5
"1675",66,"39",6
"1676",67,"39",6
"1677",68,"39",6
"1678",69,"39",7
"1679",70,"39",7
"1680",71,"39",7
"1681",72,"39",9
"1682",73,"39",9
"1683",74,"39",9
"1684",75,"39",10
"1685",76,"39",10
"1686",77,"39",10
"1687",78,"39",12
"1688",79,"39",12
"1689",80,"39",12
"1690",81,"39",13
"1691",82,"39",13
"1692",83,"39",13
"1693",84,"39",14
"1694",85,"39",14
"1695",86,"39",14
"1696",87,"39",16
"1697",88,"39",16
"1698",89,"39",16
"1699",90,"39",17
"1700",91,"39",17
"1701",92,"39",17
"1702",93,"39",18
"1703",94,"39",18
"1704",95,"39",18
"1705",96,"39",19
"1706",97,"39",19
"1707",98,"39",19
"1708",99,"39",19
"1709",100,"39",19
"1710",101,"39",19
"1711",102,"39",20
"1712",103,"39",20
"1713",104,"39",20
"1714",105,"39",20
"1715",106,"39",20
"1716",107,"39",20
"1717",108,"39",21
"1718",109,"39",21
"1719",110,"39",21
"1720",111,"39",21
"1721",112,"39",21
"1722",113,"39",21
"1723",114,"39",22
"1724",115,"39",22
"1725",116,"39",22
"1726",48,"40",0
"1727",49,"40",0
"1728",50,"40",0
"1729",51,"40",0
"1730",52,"40",0
"1731",53,"40",0
"1732",54,"40",1
"1733",55,"40",1
"1734",56,"40",1
"1735",57,"40",2
"1736",58,"40",2
"1737",59,"40",2
"1738",60,"40",4
"1739",61,"40",4
"1740",62,"40",4
"1741",63,"40",5
"1742",64,"40",5
"1743",65,"40",5
"1744",66,"40",6
"1745",67,"40",6
"1746",68,"40",6
"1747",69,"40",7
"1748",70,"40",7
"1749",71,"40",7
"1750",72,"40",9
"1751",73,"40",9
"1752",74,"40",9
"1753",75,"40",10
"1754",76,"40",10
"1755",77,"40",10
"1756",78,"40",12
"1757",79,"40",12
"1758",80,"40",12
"1759",81,"40",13
"1760",82,"40",13
"1761",83,"40",13
"1762",84,"40",14
"1763",85,"40",14
"1764",86,"40",14
"1765",87,"40",16
"1766",88,"40",16
"1767",89,"40",16
"1768",90,"40",17
"1769",91,"40",17
"1770",92,"40",17
"1771",93,"40",18
"1772",94,"40",18
"1773",95,"40",18
"1774",96,"40",19
"1775",97,"40",19
"1776",98,"40",19
"1777",99,"40",19
"1778",100,"40",19
"1779",101,"40",19
"1780",102,"40",20
"1781",103,"40",20
"1782",104,"40",20
"1783",105,"40",20
"1784",106,"40",20
"1785",107,"40",20
"1786",108,"40",21
"1787",109,"40",21
"1788",110,"40",21
"1789",111,"40",21
"1790",112,"40",21
"1791",113,"40",21
"1792",114,"40",22
"1793",115,"40",22
"1794",116,"40",22
"1795",48,"41",0
"1796",49,"41",0
"1797",50,"41",0
"1798",51,"41",0
"1799",52,"41",0
"1800",53,"41",0
"1801",54,"41",1
"1802",55,"41",1
"1803",56,"41",1
"1804",57,"41",3
"1805",58,"41",3
"1806",59,"41",3
"1807",60,"41",4
"1808",61,"41",4
"1809",62,"41",4
"1810",63,"41",5
"1811",64,"41",5
"1812",65,"41",5
"1813",66,"41",6
"1814",67,"41",6
"1815",68,"41",6
"1816",69,"41",8
"1817",70,"41",8
"1818",71,"41",8
"1819",72,"41",9
"1820",73,"41",9
"1821",74,"41",9
"1822",75,"41",11
"1823",76,"41",11
"1824",77,"41",11
"1825",78,"41",12
"1826",79,"41",12
"1827",80,"41",12
"1828",81,"41",14
"1829",82,"41",14
"1830",83,"41",14
"1831",84,"41",15
"1832",85,"41",15
"1833",86,"41",15
"1834",87,"41",16
"1835",88,"41",16
"1836",89,"41",16
"1837",90,"41",18
"1838",91,"41",18
"1839",92,"41",18
"1840",93,"41",18
"1841",94,"41",18
"1842",95,"41",18
"1843",96,"41",19
"1844",97,"41",19
"1845",98,"41",19
"1846",99,"41",20
"1847",100,"41",20
"1848",101,"41",20
"1849",102,"41",21
"1850",103,"41",21
"1851",104,"41",21
"1852",105,"41",21
"1853",106,"41",21
"1854",107,"41",21
"1855",108,"41",22
"1856",109,"41",22
"1857",110,"41",22
"1858",111,"41",22
"1859",112,"41",22
"1860",113,"41",22
"1861",114,"41",22
"1862",115,"41",22
"1863",116,"41",22
"1864",48,"42",0
"1865",49,"42",0
"1866",50,"42",0
"1867",51,"42",0
"1868",52,"42",0
"1869",53,"42",0
"1870",54,"42",1
"1871",55,"42",1
"1872",56,"42",1
"1873",57,"42",3
"1874",58,"42",3
"1875",59,"42",3
"1876",60,"42",4
"1877",61,"42",4
"1878",62,"42",4
"1879",63,"42",5
"1880",64,"42",5
"1881",65,"42",5
"1882",66,"42",6
"1883",67,"42",6
"1884",68,"42",6
"1885",69,"42",8
"1886",70,"42",8
"1887",71,"42",8
"1888",72,"42",9
"1889",73,"42",9
"1890",74,"42",9
"1891",75,"42",11
"1892",76,"42",11
"1893",77,"42",11
"1894",78,"42",12
"1895",79,"42",12
"1896",80,"42",12
"1897",81,"42",14
"1898",82,"42",14
"1899",83,"42",14
"1900",84,"42",15
"1901",85,"42",15
"1902",86,"42",15
"1903",87,"42",16
"1904",88,"42",16
"1905",89,"42",16
"1906",90,"42",18
"1907",91,"42",18
"1908",92,"42",18
"1909",93,"42",18
"1910",94,"42",18
"1911",95,"42",18
"1912",96,"42",19
"1913",97,"42",19
"1914",98,"42",19
"1915",99,"42",20
"1916",100,"42",20
"1917",101,"42",20
"1918",102,"42",21
"1919",103,"42",21
"1920",104,"42",21
"1921",105,"42",21
"1922",106,"42",21
"1923",107,"42",21
"1924",108,"42",22
"1925",109,"42",22
"1926",110,"42",22
"1927",111,"42",22
"1928",112,"42",22
"1929",113,"42",22
"1930",114,"42",22
"1931",115,"42",22
"1932",116,"42",22
"1933",48,"43",0
"1934",49,"43",0
"1935",50,"43",0
"1936",51,"43",0
"1937",52,"43",0
"1938",53,"43",0
"1939",54,"43",1
"1940",55,"43",1
"1941",56,"43",1
"1942",57,"43",3
"1943",58,"43",3
"1944",59,"43",3
"1945",60,"43",4
"1946",61,"43",4
"1947",62,"43",4
"1948",63,"43",5
"1949",64,"43",5
"1950",65,"43",5
"1951",66,"43",6
"1952",67,"43",6
"1953",68,"43",6
"1954",69,"43",8
"1955",70,"43",8
"1956",71,"43",8
"1957",72,"43",9
"1958",73,"43",9
"1959",74,"43",9
"1960",75,"43",11
"1961",76,"43",11
"1962",77,"43",11
"1963",78,"43",12
"1964",79,"43",12
"1965",80,"43",12
"1966",81,"43",14
"1967",82,"43",14
"1968",83,"43",14
"1969",84,"43",15
"1970",85,"43",15
"1971",86,"43",15
"1972",87,"43",16
"1973",88,"43",16
"1974",89,"43",16
"1975",90,"43",18
"1976",91,"43",18
"1977",92,"43",18
"1978",93,"43",18
"1979",94,"43",18
"1980",95,"43",18
"1981",96,"43",19
"1982",97,"43",19
"1983",98,"43",19
"1984",99,"43",20
"1985",100,"43",20
"1986",101,"43",20
"1987",102,"43",21
"1988",103,"43",21
"1989",104,"43",21
"1990",105,"43",21
"1991",106,"43",21
"1992",107,"43",21
"1993",108,"43",22
"1994",109,"43",22
"1995",110,"43",22
"1996",111,"43",22
"1997",112,"43",22
"1998",113,"43",22
"1999",114,"43",22
"2000",115,"43",22
"2001",116,"43",22
"2002",48,"44",0
"2003",49,"44",0
"2004",50,"44",0
"2005",51,"44",0
"2006",52,"44",0
"2007",53,"44",0
"2008",54,"44",2
"2009",55,"44",2
"2010",56,"44",2
"2011",57,"44",3
"2012",58,"44",3
"2013",59,"44",3
"2014",60,"44",4
"2015",61,"44",4
"2016",62,"44",4
"2017",63,"44",6
"2018",64,"44",6
"2019",65,"44",6
"2020",66,"44",7
"2021",67,"44",7
"2022",68,"44",7
"2023",69,"44",8
"2024",70,"44",8
"2025",71,"44",8
"2026",72,"44",10
"2027",73,"44",10
"2028",74,"44",10
"2029",75,"44",11
"2030",76,"44",11
"2031",77,"44",11
"2032",78,"44",13
"2033",79,"44",13
"2034",80,"44",13
"2035",81,"44",14
"2036",82,"44",14
"2037",83,"44",14
"2038",84,"44",16
"2039",85,"44",16
"2040",86,"44",16
"2041",87,"44",17
"2042",88,"44",17
"2043",89,"44",17
"2044",90,"44",18
"2045",91,"44",18
"2046",92,"44",18
"2047",93,"44",19
"2048",94,"44",19
"2049",95,"44",19
"2050",96,"44",20
"2051",97,"44",20
"2052",98,"44",20
"2053",99,"44",21
"2054",100,"44",21
"2055",101,"44",21
"2056",102,"44",21
"2057",103,"44",21
"2058",104,"44",21
"2059",105,"44",22
"2060",106,"44",22
"2061",107,"44",22
"2062",108,"44",22
"2063",109,"44",22
"2064",110,"44",22
"2065",111,"44",23
"2066",112,"44",23
"2067",113,"44",23
"2068",114,"44",23
"2069",115,"44",23
"2070",116,"44",23
"2071",48,"45",0
"2072",49,"45",0
"2073",50,"45",0
"2074",51,"45",0
"2075",52,"45",0
"2076",53,"45",0
"2077",54,"45",2
"2078",55,"45",2
"2079",56,"45",2
"2080",57,"45",3
"2081",58,"45",3
"2082",59,"45",3
"2083",60,"45",4
"2084",61,"45",4
"2085",62,"45",4
"2086",63,"45",6
"2087",64,"45",6
"2088",65,"45",6
"2089",66,"45",7
"2090",67,"45",7
"2091",68,"45",7
"2092",69,"45",8
"2093",70,"45",8
"2094",71,"45",8
"2095",72,"45",10
"2096",73,"45",10
"2097",74,"45",10
"2098",75,"45",11
"2099",76,"45",11
"2100",77,"45",11
"2101",78,"45",13
"2102",79,"45",13
"2103",80,"45",13
"2104",81,"45",14
"2105",82,"45",14
"2106",83,"45",14
"2107",84,"45",16
"2108",85,"45",16
"2109",86,"45",16
"2110",87,"45",17
"2111",88,"45",17
"2112",89,"45",17
"2113",90,"45",18
"2114",91,"45",18
"2115",92,"45",18
"2116",93,"45",19
"2117",94,"45",19
"2118",95,"45",19
"2119",96,"45",20
"2120",97,"45",20
"2121",98,"45",20
"2122",99,"45",21
"2123",100,"45",21
"2124",101,"45",21
"2125",102,"45",21
"2126",103,"45",21
"2127",104,"45",21
"2128",105,"45",22
"2129",106,"45",22
"2130",107,"45",22
"2131",108,"45",22
"2132",109,"45",22
"2133",110,"45",22
"2134",111,"45",23
"2135",112,"45",23
"2136",113,"45",23
"2137",114,"45",23
"2138",115,"45",23
"2139",116,"45",23
"2140",48,"46",0
"2141",49,"46",0
"2142",50,"46",0
"2143",51,"46",0
"2144",52,"46",0
"2145",53,"46",0
"2146",54,"46",2
"2147",55,"46",2
"2148",56,"46",2
"2149",57,"46",3
"2150",58,"46",3
"2151",59,"46",3
"2152",60,"46",4
"2153",61,"46",4
"2154",62,"46",4
"2155",63,"46",6
"2156",64,"46",6
"2157",65,"46",6
"2158",66,"46",7
"2159",67,"46",7
"2160",68,"46",7
"2161",69,"46",8
"2162",70,"46",8
"2163",71,"46",8
"2164",72,"46",10
"2165",73,"46",10
"2166",74,"46",10
"2167",75,"46",11
"2168",76,"46",11
"2169",77,"46",11
"2170",78,"46",13
"2171",79,"46",13
"2172",80,"46",13
"2173",81,"46",14
"2174",82,"46",14
"2175",83,"46",14
"2176",84,"46",16
"2177",85,"46",16
"2178",86,"46",16
"2179",87,"46",17
"2180",88,"46",17
"2181",89,"46",17
"2182",90,"46",18
"2183",91,"46",18
"2184",92,"46",18
"2185",93,"46",19
"2186",94,"46",19
"2187",95,"46",19
"2188",96,"46",20
"2189",97,"46",20
"2190",98,"46",20
"2191",99,"46",21
"2192",100,"46",21
"2193",101,"46",21
"2194",102,"46",21
"2195",103,"46",21
"2196",104,"46",21
"2197",105,"46",22
"2198",106,"46",22
"2199",107,"46",22
"2200",108,"46",22
"2201",109,"46",22
"2202",110,"46",22
"2203",111,"46",23
"2204",112,"46",23
"2205",113,"46",23
"2206",114,"46",23
"2207",115,"46",23
"2208",116,"46",23
"2209",48,"47",0
"2210",49,"47",0
"2211",50,"47",0
"2212",51,"47",1
"2213",52,"47",1
"2214",53,"47",1
"2215",54,"47",2
"2216",55,"47",2
"2217",56,"47",2
"2218",57,"47",3
"2219",58,"47",3
"2220",59,"47",3
"2221",60,"47",5
"2222",61,"47",5
"2223",62,"47",5
"2224",63,"47",6
"2225",64,"47",6
"2226",65,"47",6
"2227",66,"47",8
"2228",67,"47",8
"2229",68,"47",8
"2230",69,"47",9
"2231",70,"47",9
"2232",71,"47",9
"2233",72,"47",11
"2234",73,"47",11
"2235",74,"47",11
"2236",75,"47",12
"2237",76,"47",12
"2238",77,"47",12
"2239",78,"47",14
"2240",79,"47",14
"2241",80,"47",14
"2242",81,"47",15
"2243",82,"47",15
"2244",83,"47",15
"2245",84,"47",17
"2246",85,"47",17
"2247",86,"47",17
"2248",87,"47",18
"2249",88,"47",18
"2250",89,"47",18
"2251",90,"47",19
"2252",91,"47",19
"2253",92,"47",19
"2254",93,"47",20
"2255",94,"47",20
"2256",95,"47",20
"2257",96,"47",21
"2258",97,"47",21
"2259",98,"47",21
"2260",99,"47",22
"2261",100,"47",22
"2262",101,"47",22
"2263",102,"47",22
"2264",103,"47",22
"2265",104,"47",22
"2266",105,"47",23
"2267",106,"47",23
"2268",107,"47",23
"2269",108,"47",23
"2270",109,"47",23
"2271",110,"47",23
"2272",111,"47",24
"2273",112,"47",24
"2274",113,"47",24
"2275",114,"47",24
"2276",115,"47",24
"2277",116,"47",24
"2278",48,"48",0
"2279",49,"48",0
"2280",50,"48",0
"2281",51,"48",1
"2282",52,"48",1
"2283",53,"48",1
"2284",54,"48",2
"2285",55,"48",2
"2286",56,"48",2
"2287",57,"48",3
"2288",58,"48",3
"2289",59,"48",3
"2290",60,"48",5
"2291",61,"48",5
"2292",62,"48",5
"2293",63,"48",6
"2294",64,"48",6
"2295",65,"48",6
"2296",66,"48",8
"2297",67,"48",8
"2298",68,"48",8
"2299",69,"48",9
"2300",70,"48",9
"2301",71,"48",9
"2302",72,"48",11
"2303",73,"48",11
"2304",74,"48",11
"2305",75,"48",12
"2306",76,"48",12
"2307",77,"48",12
"2308",78,"48",14
"2309",79,"48",14
"2310",80,"48",14
"2311",81,"48",15
"2312",82,"48",15
"2313",83,"48",15
"2314",84,"48",17
"2315",85,"48",17
"2316",86,"48",17
"2317",87,"48",18
"2318",88,"48",18
"2319",89,"48",18
"2320",90,"48",19
"2321",91,"48",19
"2322",92,"48",19
"2323",93,"48",20
"2324",94,"48",20
"2325",95,"48",20
"2326",96,"48",21
"2327",97,"48",21
"2328",98,"48",21
"2329",99,"48",22
"2330",100,"48",22
"2331",101,"48",22
"2332",102,"48",22
"2333",103,"48",22
"2334",104,"48",22
"2335",105,"48",23
"2336",106,"48",23
"2337",107,"48",23
"2338",108,"48",23
"2339",109,"48",23
"2340",110,"48",23
"2341",111,"48",24
"2342",112,"48",24
"2343",113,"48",24
"2344",114,"48",24
"2345",115,"48",24
"2346",116,"48",24
"2347",48,"49",0
"2348",49,"49",0
"2349",50,"49",0
"2350",51,"49",1
"2351",52,"49",1
"2352",53,"49",1
"2353",54,"49",2
"2354",55,"49",2
"2355",56,"49",2
"2356",57,"49",3
"2357",58,"49",3
"2358",59,"49",3
"2359",60,"49",5
"2360",61,"49",5
"2361",62,"49",5
"2362",63,"49",6
"2363",64,"49",6
"2364",65,"49",6
"2365",66,"49",8
"2366",67,"49",8
"2367",68,"49",8
"2368",69,"49",9
"2369",70,"49",9
"2370",71,"49",9
"2371",72,"49",11
"2372",73,"49",11
"2373",74,"49",11
"2374",75,"49",12
"2375",76,"49",12
"2376",77,"49",12
"2377",78,"49",14
"2378",79,"49",14
"2379",80,"49",14
"2380",81,"49",15
"2381",82,"49",15
"2382",83,"49",15
"2383",84,"49",17
"2384",85,"49",17
"2385",86,"49",17
"2386",87,"49",18
"2387",88,"49",18
"2388",89,"49",18
"2389",90,"49",19
"2390",91,"49",19
"2391",92,"49",19
"2392",93,"49",20
"2393",94,"49",20
"2394",95,"49",20
"2395",96,"49",21
"2396",97,"49",21
"2397",98,"49",21
"2398",99,"49",22
"2399",100,"49",22
"2400",101,"49",22
"2401",102,"49",22
"2402",103,"49",22
"2403",104,"49",22
"2404",105,"49",23
"2405",106,"49",23
"2406",107,"49",23
"2407",108,"49",23
"2408",109,"49",23
"2409",110,"49",23
"2410",111,"49",24
"2411",112,"49",24
"2412",113,"49",24
"2413",114,"49",24
"2414",115,"49",24
"2415",116,"49",24
"2416",48,"50",NA
"2417",49,"50",NA
"2418",50,"50",NA
"2419",51,"50",2
"2420",52,"50",2
"2421",53,"50",2
"2422",54,"50",3
"2423",55,"50",3
"2424",56,"50",3
"2425",57,"50",5
"2426",58,"50",5
"2427",59,"50",5
"2428",60,"50",6
"2429",61,"50",6
"2430",62,"50",6
"2431",63,"50",8
"2432",64,"50",8
"2433",65,"50",8
"2434",66,"50",9
"2435",67,"50",9
"2436",68,"50",9
"2437",69,"50",11
"2438",70,"50",11
"2439",71,"50",11
"2440",72,"50",12
"2441",73,"50",12
"2442",74,"50",12
"2443",75,"50",14
"2444",76,"50",14
"2445",77,"50",14
"2446",78,"50",15
"2447",79,"50",15
"2448",80,"50",15
"2449",81,"50",17
"2450",82,"50",17
"2451",83,"50",17
"2452",84,"50",18
"2453",85,"50",18
"2454",86,"50",18
"2455",87,"50",20
"2456",88,"50",20
"2457",89,"50",20
"2458",90,"50",21
"2459",91,"50",21
"2460",92,"50",21
"2461",93,"50",22
"2462",94,"50",22
"2463",95,"50",22
"2464",96,"50",22
"2465",97,"50",22
"2466",98,"50",22
"2467",99,"50",23
"2468",100,"50",23
"2469",101,"50",23
"2470",102,"50",23
"2471",103,"50",23
"2472",104,"50",23
"2473",105,"50",24
"2474",106,"50",24
"2475",107,"50",24
"2476",108,"50",24
"2477",109,"50",24
"2478",110,"50",24
"2479",111,"50",25
"2480",112,"50",25
"2481",113,"50",25
"2482",114,"50",25
"2483",115,"50",25
"2484",116,"50",25
"2485",48,"51",NA
"2486",49,"51",NA
"2487",50,"51",NA
"2488",51,"51",2
"2489",52,"51",2
"2490",53,"51",2
"2491",54,"51",3
"2492",55,"51",3
"2493",56,"51",3
"2494",57,"51",5
"2495",58,"51",5
"2496",59,"51",5
"2497",60,"51",6
"2498",61,"51",6
"2499",62,"51",6
"2500",63,"51",8
"2501",64,"51",8
"2502",65,"51",8
"2503",66,"51",9
"2504",67,"51",9
"2505",68,"51",9
"2506",69,"51",11
"2507",70,"51",11
"2508",71,"51",11
"2509",72,"51",12
"2510",73,"51",12
"2511",74,"51",12
"2512",75,"51",14
"2513",76,"51",14
"2514",77,"51",14
"2515",78,"51",15
"2516",79,"51",15
"2517",80,"51",15
"2518",81,"51",17
"2519",82,"51",17
"2520",83,"51",17
"2521",84,"51",18
"2522",85,"51",18
"2523",86,"51",18
"2524",87,"51",20
"2525",88,"51",20
"2526",89,"51",20
"2527",90,"51",21
"2528",91,"51",21
"2529",92,"51",21
"2530",93,"51",22
"2531",94,"51",22
"2532",95,"51",22
"2533",96,"51",22
"2534",97,"51",22
"2535",98,"51",22
"2536",99,"51",23
"2537",100,"51",23
"2538",101,"51",23
"2539",102,"51",23
"2540",103,"51",23
"2541",104,"51",23
"2542",105,"51",24
"2543",106,"51",24
"2544",107,"51",24
"2545",108,"51",24
"2546",109,"51",24
"2547",110,"51",24
"2548",111,"51",25
"2549",112,"51",25
"2550",113,"51",25
"2551",114,"51",25
"2552",115,"51",25
"2553",116,"51",25
"2554",48,"52",NA
"2555",49,"52",NA
"2556",50,"52",NA
"2557",51,"52",2
"2558",52,"52",2
"2559",53,"52",2
"2560",54,"52",3
"2561",55,"52",3
"2562",56,"52",3
"2563",57,"52",5
"2564",58,"52",5
"2565",59,"52",5
"2566",60,"52",6
"2567",61,"52",6
"2568",62,"52",6
"2569",63,"52",8
"2570",64,"52",8
"2571",65,"52",8
"2572",66,"52",9
"2573",67,"52",9
"2574",68,"52",9
"2575",69,"52",11
"2576",70,"52",11
"2577",71,"52",11
"2578",72,"52",12
"2579",73,"52",12
"2580",74,"52",12
"2581",75,"52",14
"2582",76,"52",14
"2583",77,"52",14
"2584",78,"52",15
"2585",79,"52",15
"2586",80,"52",15
"2587",81,"52",17
"2588",82,"52",17
"2589",83,"52",17
"2590",84,"52",18
"2591",85,"52",18
"2592",86,"52",18
"2593",87,"52",20
"2594",88,"52",20
"2595",89,"52",20
"2596",90,"52",21
"2597",91,"52",21
"2598",92,"52",21
"2599",93,"52",22
"2600",94,"52",22
"2601",95,"52",22
"2602",96,"52",22
"2603",97,"52",22
"2604",98,"52",22
"2605",99,"52",23
"2606",100,"52",23
"2607",101,"52",23
"2608",102,"52",23
"2609",103,"52",23
"2610",104,"52",23
"2611",105,"52",24
"2612",106,"52",24
"2613",107,"52",24
"2614",108,"52",24
"2615",109,"52",24
"2616",110,"52",24
"2617",111,"52",25
"2618",112,"52",25
"2619",113,"52",25
"2620",114,"52",25
"2621",115,"52",25
"2622",116,"52",25
"2623",48,"53",NA
"2624",49,"53",NA
"2625",50,"53",NA
"2626",51,"53",NA
